year,team,player_name,birth_date,player_id,match_status,value_date,value
2018,Iceland,Alfreð Finnbogason,1989-02-01,90024,matched,2018-06-04,10000000.0
2018,Iceland,Frederik Schram,1995-01-19,279338,matched,2018-06-06,250000.0
2018,Iceland,Rúnar Alex Rúnarsson,1995-02-18,205657,matched,2018-06-01,500000.0
2018,Iceland,Kári Árnason,1982-10-13,30338,matched,2018-03-03,350000.0
2018,Iceland,Hólmar Örn Eyjólfsson,1990-08-06,54871,matched,2018-02-08,2000000.0
2018,Iceland,Ólafur Ingi Skúlason,1983-04-01,9410,matched,2018-05-28,200000.0
2018,Iceland,Aron Gunnarsson,1989-04-22,63821,matched,2018-06-05,2500000.0
2018,Iceland,Hörður Björgvin Magnússon,1993-02-11,130353,matched,2018-02-26,1500000.0
2018,Iceland,Rúrik Gíslason,1988-02-25,15961,matched,2018-03-20,450000.0
2018,Iceland,Emil Hallfreðsson,1984-06-29,22673,matched,2018-06-06,600000.0
2018,Iceland,Arnór Ingvi Traustason,1993-04-30,153237,matched,2017-12-17,1250000.0
2018,Iceland,Jón Daði Böðvarsson,1992-05-25,114090,matched,2018-02-26,2500000.0
2018,Iceland,Ari Freyr Skúlason,1987-05-14,42948,matched,2018-06-02,900000.0
2018,Nigeria,Ikechukwu Ezenwa,1988-10-16,,no_birthdate_name_match,,
2018,Nigeria,Brian Idowu,1992-05-18,,no_birthdate_name_match,,
2018,Nigeria,Elderson Echiéjilé,1988-01-20,,no_birthdate_name_match,,
2018,Nigeria,Wilfred Ndidi,1996-12-16,274839,matched,2018-05-27,25000000.0
2018,Nigeria,William Troost-Ekong,1993-09-01,192875,matched,2018-05-28,1600000.0
2018,Nigeria,Leon Balogun,1988-06-28,56100,matched,2018-06-04,2000000.0
2018,Nigeria,Ahmed Musa,1992-10-14,168337,matched,2018-06-05,15000000.0
2018,Nigeria,Peter Etebo,1995-11-09,409106,matched,2018-05-29,1500000.0
2018,Nigeria,Odion Ighalo,1989-06-16,62121,matched,2018-06-04,9500000.0
2018,Nigeria,John Obi Mikel,1987-04-22,30739,matched,2018-06-04,5500000.0
2018,Nigeria,Victor Moses,1990-12-12,59866,matched,2018-05-27,20000000.0
2018,Nigeria,Shehu Abdullahi,1993-03-12,,no_birthdate_name_match,,
2018,Nigeria,Simeon Nwankwo,1992-05-07,,no_birthdate_name_match,,
2018,Nigeria,Kelechi Iheanacho,1996-03-10,,no_birthdate_name_match,,
2018,Nigeria,Joel Obi,1991-05-22,45581,matched,2018-06-06,5000000.0
2018,Nigeria,Daniel Akpeyi,1986-03-08,,no_birthdate_name_match,,
2018,Nigeria,Ogenyi Onazi,1992-12-25,131709,matched,2018-05-28,3500000.0
2018,Nigeria,Alex Iwobi,1996-05-03,242631,matched,2018-05-27,15000000.0
2018,Nigeria,John Ogu,1988-04-20,84700,matched,2018-06-13,1500000.0
2018,Nigeria,Chidozie Awaziem,1997-01-01,358143,matched,2018-06-03,6000000.0
2018,Nigeria,Tyronne Ebuehi,1995-12-16,309944,matched,2018-06-11,1500000.0
2018,Nigeria,Kenneth Omeruo,1993-10-17,131708,matched,2018-05-28,1750000.0
2018,Nigeria,Francis Uzoho,1998-10-28,295360,matched,2018-05-29,300000.0
2018,Brazil,Alisson,1992-10-02,105470,matched,2018-06-06,60000000.0
2018,Brazil,Thiago Silva,1984-09-22,29241,matched,2018-06-03,10000000.0
2018,Brazil,Miranda,1984-09-07,33357,matched,2018-06-06,8000000.0
2018,Brazil,Pedro Geromel,1985-09-21,32568,matched,2018-05-22,5000000.0
2018,Brazil,Casemiro,1992-02-23,16306,matched,2018-05-29,60000000.0
2018,Brazil,Filipe Luís,1985-08-09,21725,matched,2018-05-29,8000000.0
2018,Brazil,Douglas Costa,1990-09-14,75615,matched,2018-06-06,55000000.0
2018,Brazil,Renato Augusto,1988-02-08,53058,matched,2018-06-04,11000000.0
2018,Brazil,Gabriel Jesus,1997-04-03,363205,matched,2018-05-27,80000000.0
2018,Brazil,Neymar,1992-02-05,68290,matched,2018-06-03,180000000.0
2018,Brazil,Philippe Coutinho,1992-06-12,80444,matched,2018-05-29,100000000.0
2018,Brazil,Marcelo,1988-05-12,44501,matched,2018-05-29,60000000.0
2018,Brazil,Marquinhos,1994-05-14,181767,matched,2018-06-03,55000000.0
2018,Brazil,Danilo,1991-07-15,145707,matched,2018-05-27,20000000.0
2018,Brazil,Paulinho,1988-07-25,57229,matched,2018-05-29,40000000.0
2018,Brazil,Cássio,1987-06-06,50144,matched,2018-05-22,4000000.0
2018,Brazil,Fernandinho,1985-05-04,26267,matched,2018-05-27,15000000.0
2018,Brazil,Fred,1993-03-05,191614,matched,2018-05-13,32000000.0
2018,Brazil,Willian,1988-08-09,52769,matched,2018-05-27,32000000.0
2018,Brazil,Roberto Firmino,1991-10-02,131789,matched,2018-05-27,80000000.0
2018,Brazil,Taison,1988-01-13,76028,matched,2018-01-11,11000000.0
2018,Brazil,Fagner,1989-06-11,47592,matched,2018-05-22,5000000.0
2018,Brazil,Ederson,1993-08-17,238223,matched,2018-05-27,50000000.0
2018,Costa Rica,Keylor Navas,1986-12-15,79422,matched,2018-05-29,18000000.0
2018,Costa Rica,Jhonny Acosta,1983-07-21,,no_birthdate_name_match,,
2018,Costa Rica,Giancarlo González,1988-02-08,111893,matched,2018-06-06,1400000.0
2018,Costa Rica,Ian Smith,1998-03-06,,no_birthdate_name_match,,
2018,Costa Rica,Celso Borges,1988-05-27,81532,matched,2018-05-29,4000000.0
2018,Costa Rica,Óscar Duarte,1989-06-03,175323,matched,2018-05-29,1000000.0
2018,Costa Rica,Christian Bolaños,1984-05-17,38163,matched,2018-05-28,375000.0
2018,Costa Rica,Bryan Oviedo,1990-02-18,124983,matched,2018-06-05,2000000.0
2018,Costa Rica,Daniel Colindres,1985-01-10,,no_birthdate_name_match,,
2018,Costa Rica,Bryan Ruiz,1985-08-18,39642,matched,2018-06-12,1500000.0
2018,Costa Rica,Johan Venegas,1988-11-27,,no_birthdate_name_match,,
2018,Costa Rica,Joel Campbell,1992-06-26,131248,matched,2018-05-29,3000000.0
2018,Costa Rica,Rodney Wallace,1988-06-17,99859,matched,2018-05-01,1000000.0
2018,Costa Rica,Randall Azofeifa,1984-12-30,,no_birthdate_name_match,,
2018,Costa Rica,Francisco Calvo,1992-07-08,188470,matched,2018-05-01,750000.0
2018,Costa Rica,Cristian Gamboa,1989-10-24,121686,matched,2018-03-03,1250000.0
2018,Costa Rica,Yeltsin Tejeda,1992-03-17,,no_birthdate_name_match,,
2018,Costa Rica,Patrick Pemberton,1982-04-24,,no_birthdate_name_match,,
2018,Costa Rica,Kendall Waston,1988-01-01,,no_birthdate_name_match,,
2018,Costa Rica,David Guzmán,1990-02-18,,no_birthdate_name_match,,
2018,Costa Rica,Marco Ureña,1990-03-05,,no_birthdate_name_match,,
2018,Costa Rica,Kenner Gutiérrez,1989-06-09,,no_birthdate_name_match,,
2018,Costa Rica,Leonel Moreira,1990-04-02,,no_birthdate_name_match,,
2018,Serbia,Vladimir Stojković,1983-07-28,,no_birthdate_name_match,,
2018,Serbia,Antonio Rukavina,1984-01-26,,no_birthdate_name_match,,
2018,Serbia,Duško Tošić,1985-01-19,17184,matched,2018-05-28,2000000.0
2018,Serbia,Luka Milivojević,1991-04-07,74300,matched,2018-05-27,15000000.0
2018,Serbia,Uroš Spajić,1993-02-13,160222,matched,2018-06-02,5000000.0
2018,Serbia,Branislav Ivanović,1984-02-22,36827,matched,2018-06-05,3000000.0
2018,Serbia,Andrija Živković,1996-07-11,206843,matched,2018-06-12,18000000.0
2018,Serbia,Aleksandar Prijović,1990-04-21,,no_birthdate_name_match,,
2018,Serbia,Aleksandar Mitrović,1994-09-16,51152,matched,2018-06-05,15000000.0
2018,Serbia,Dušan Tadić,1988-11-20,36139,matched,2018-05-27,15000000.0
2018,Serbia,Aleksandar Kolarov,1985-11-10,46156,matched,2018-06-06,12000000.0
2018,Serbia,Predrag Rajković,1995-10-31,190263,matched,2018-06-13,2500000.0
2018,Serbia,Miloš Veljković,1995-09-26,202228,matched,2018-06-04,6500000.0
2018,Serbia,Milan Rodić,1991-04-02,,no_birthdate_name_match,,
2018,Serbia,Nikola Milenković,1997-10-12,413507,matched,2018-06-06,9000000.0
2018,Serbia,Marko Grujić,1996-04-13,222813,matched,2018-01-01,5000000.0
2018,Serbia,Filip Kostić,1992-11-01,161011,matched,2018-06-04,6000000.0
2018,Serbia,Nemanja Radonjić,1996-02-15,245078,matched,2018-01-09,2500000.0
2018,Serbia,Luka Jović,1997-12-23,257462,matched,2018-06-04,8000000.0
2018,Serbia,Sergej Milinković-Savić,1995-02-27,,no_birthdate_name_match,,
2018,Serbia,Nemanja Matić,1988-08-01,74683,matched,2018-05-27,40000000.0
2018,Serbia,Adem Ljajić,1991-09-29,69374,matched,2018-06-06,13000000.0
2018,Serbia,Marko Dmitrović,1992-01-24,94308,matched,2018-05-29,4000000.0
2018,Switzerland,Yann Sommer,1988-12-17,42205,matched,2018-06-04,8000000.0
2018,Switzerland,Stephan Lichtsteiner,1984-01-16,2865,matched,2018-06-06,1500000.0
2018,Switzerland,François Moubandje,1990-06-21,123021,matched,2018-06-03,2500000.0
2018,Switzerland,Nico Elvedi,1996-09-30,192635,matched,2018-06-04,17000000.0
2018,Switzerland,Manuel Akanji,1995-07-19,284730,matched,2018-06-04,22000000.0
2018,Switzerland,Michael Lang,1991-02-08,51346,matched,2018-04-23,5750000.0
2018,Switzerland,Breel Embolo,1997-02-14,237662,matched,2018-06-04,18000000.0
2018,Switzerland,Remo Freuler,1992-04-15,148252,matched,2018-06-06,14000000.0
2018,Switzerland,Haris Seferovic,1992-02-22,109256,matched,2018-06-12,4000000.0
2018,Switzerland,Granit Xhaka,1992-09-27,111455,matched,2018-05-27,40000000.0
2018,Switzerland,Valon Behrami,1985-04-19,21905,matched,2018-06-06,1000000.0
2018,Switzerland,Yvon Mvogo,1994-06-06,147051,matched,2018-06-04,3000000.0
2018,Switzerland,Ricardo Rodríguez,1992-08-25,86784,matched,2018-06-06,15000000.0
2018,Switzerland,Steven Zuber,1991-08-17,68033,matched,2018-06-04,7000000.0
2018,Switzerland,Blerim Džemaili,1986-04-12,9967,matched,2018-06-06,2500000.0
2018,Switzerland,Gelson Fernandes,1986-09-02,20081,matched,2018-06-04,1500000.0
2018,Switzerland,Denis Zakaria,1996-11-20,334526,matched,2018-06-04,20000000.0
2018,Switzerland,Mario Gavranović,1989-11-24,61380,matched,2018-03-17,3000000.0
2018,Switzerland,Josip Drmić,1992-08-08,140579,matched,2018-06-04,3500000.0
2018,Switzerland,Johan Djourou,1987-01-18,34561,matched,2018-05-28,850000.0
2018,Switzerland,Roman Bürki,1990-11-14,59027,matched,2018-06-04,7000000.0
2018,Switzerland,Fabian Schär,1991-12-20,135343,matched,2018-05-29,3000000.0
2018,Switzerland,Xherdan Shaqiri,1991-10-10,86792,matched,2018-05-27,18000000.0
2018,Germany,Manuel Neuer,1986-03-27,17259,matched,2018-06-04,35000000.0
2018,Germany,Marvin Plattenhardt,1992-01-26,89592,matched,2018-06-04,15000000.0
2018,Germany,Jonas Hector,1990-05-27,108537,matched,2018-06-04,15000000.0
2018,Germany,Matthias Ginter,1994-01-19,124502,matched,2018-06-04,25000000.0
2018,Germany,Mats Hummels,1988-12-16,39728,matched,2018-06-04,60000000.0
2018,Germany,Sami Khedira,1987-04-04,29401,matched,2018-06-06,26000000.0
2018,Germany,Julian Draxler,1993-09-20,85148,matched,2018-06-03,35000000.0
2018,Germany,Toni Kroos,1990-01-04,31909,matched,2018-05-29,80000000.0
2018,Germany,Timo Werner,1996-03-06,170527,matched,2018-06-04,60000000.0
2018,Germany,Mesut Özil,1988-10-15,35664,matched,2018-05-27,50000000.0
2018,Germany,Marco Reus,1989-05-31,35207,matched,2018-06-04,35000000.0
2018,Germany,Kevin Trapp,1990-07-08,45672,matched,2018-06-03,8000000.0
2018,Germany,Thomas Müller,1989-09-13,58358,matched,2018-06-04,60000000.0
2018,Germany,Leon Goretzka,1995-02-06,153084,matched,2018-06-04,40000000.0
2018,Germany,Niklas Süle,1995-09-03,166601,matched,2018-06-04,38000000.0
2018,Germany,Antonio Rüdiger,1993-03-03,86202,matched,2018-05-27,40000000.0
2018,Germany,Jérôme Boateng,1988-09-03,26485,matched,2018-06-04,45000000.0
2018,Germany,Joshua Kimmich,1995-02-08,161056,matched,2018-06-04,55000000.0
2018,Germany,Sebastian Rudy,1990-02-28,57051,matched,2018-06-04,15000000.0
2018,Germany,Julian Brandt,1996-05-02,187492,matched,2018-06-04,40000000.0
2018,Germany,İlkay Gündoğan,1990-10-24,53622,matched,2018-05-27,40000000.0
2018,Germany,Marc-André ter Stegen,1992-04-30,74857,matched,2018-05-29,60000000.0
2018,Germany,Mario Gómez,1985-07-10,6288,matched,2018-06-04,6000000.0
2018,Mexico,José de Jesús Corona,1981-01-26,,no_birthdate_name_match,,
2018,Mexico,Hugo Ayala,1987-03-31,52965,matched,2018-04-09,2500000.0
2018,Mexico,Carlos Salcedo,1993-09-29,256866,matched,2018-06-04,7000000.0
2018,Mexico,Rafael Márquez,1979-02-13,,no_birthdate_name_match,,
2018,Mexico,Érick Gutiérrez,1995-06-15,298796,matched,2018-04-09,5000000.0
2018,Mexico,Jonathan dos Santos,1990-04-26,60445,matched,2018-05-01,4750000.0
2018,Mexico,Miguel Layún,1988-06-25,58576,matched,2018-05-29,5000000.0
2018,Mexico,Marco Fabián,1989-07-21,67685,matched,2018-06-04,4500000.0
2018,Mexico,Raúl Jiménez,1991-05-05,206040,matched,2018-06-12,15000000.0
2018,Mexico,Giovani dos Santos,1989-05-11,44674,matched,2018-05-01,2750000.0
2018,Mexico,Carlos Vela,1989-03-01,35773,matched,2018-03-13,8500000.0
2018,Mexico,Alfredo Talavera,1982-09-18,50965,matched,2018-04-09,1800000.0
2018,Mexico,Guillermo Ochoa,1985-07-13,29559,matched,2018-06-02,3000000.0
2018,Mexico,Javier Hernández,1988-06-01,,no_birthdate_name_match,,
2018,Mexico,Héctor Moreno,1988-01-17,51046,matched,2018-05-29,4000000.0
2018,Mexico,Héctor Herrera,1990-04-19,122043,matched,2018-06-12,20000000.0
2018,Mexico,Jesús Manuel Corona,1993-01-06,,no_birthdate_name_match,,
2018,Mexico,Andrés Guardado,1986-09-28,20506,matched,2018-05-29,5000000.0
2018,Mexico,Oribe Peralta,1984-01-12,53563,matched,2018-04-09,1500000.0
2018,Mexico,Javier Aquino,1990-02-11,111082,matched,2018-04-09,5000000.0
2018,Mexico,Edson Álvarez,1997-10-24,401356,matched,2018-04-09,2000000.0
2018,Mexico,Hirving Lozano,1995-07-30,316889,matched,2018-06-11,25000000.0
2018,Mexico,Jesús Gallardo,1994-08-15,344854,matched,2018-04-09,3000000.0
2018,South Korea,Kim Seung-gyu,1990-09-30,,no_birthdate_name_match,,
2018,South Korea,Lee Yong,1986-12-24,92078,matched,2017-12-14,500000.0
2018,South Korea,Jung Seung-hyun,1994-04-03,379438,matched,2018-01-04,450000.0
2018,South Korea,Oh Ban-suk,1988-05-20,,no_birthdate_name_match,,
2018,South Korea,Yun Young-sun,1988-10-04,,no_birthdate_name_match,,
2018,South Korea,Park Joo-ho,1987-01-16,,no_birthdate_name_match,,
2018,South Korea,Son Heung-min,1992-07-08,91845,matched,2018-05-27,50000000.0
2018,South Korea,Ju Se-jong,1990-10-30,,no_birthdate_name_match,,
2018,South Korea,Kim Shin-wook,1988-04-14,152689,matched,2017-12-14,1800000.0
2018,South Korea,Lee Seung-woo,1998-01-06,280239,matched,2018-06-06,1000000.0
2018,South Korea,Hwang Hee-chan,1996-01-26,292246,matched,2018-06-13,10000000.0
2018,South Korea,Kim Min-woo,1990-02-25,128376,matched,2017-12-14,1200000.0
2018,South Korea,Koo Ja-cheol,1989-02-27,91841,matched,2018-06-04,3500000.0
2018,South Korea,Hong Chul,1990-09-17,151791,matched,2017-12-14,750000.0
2018,South Korea,Jung Woo-young,1989-12-14,171935,matched,2018-06-05,800000.0
2018,South Korea,Ki Sung-yueng,1989-01-24,81796,matched,2018-05-27,7000000.0
2018,South Korea,Lee Jae-sung,1992-08-10,,no_birthdate_name_match,,
2018,South Korea,Moon Seon-min,1992-06-09,225342,matched,2017-12-14,450000.0
2018,South Korea,Kim Young-gwon,1990-02-27,126640,matched,2018-06-04,850000.0
2018,South Korea,Jang Hyun-soo,1991-09-28,,no_birthdate_name_match,,
2018,South Korea,Kim Jin-hyeon,1987-07-06,118487,matched,2018-01-04,1250000.0
2018,South Korea,Go Yo-han,1988-03-10,135850,matched,2017-12-14,825000.0
2018,South Korea,Jo Hyeon-woo,1991-09-25,260171,matched,2017-12-14,500000.0
2018,Sweden,Robin Olsen,1990-01-08,75458,matched,2018-06-01,1250000.0
2018,Sweden,Mikael Lustig,1986-12-13,,no_birthdate_name_match,,
2018,Sweden,Victor Lindelöf,1994-07-17,184573,matched,2018-05-27,25000000.0
2018,Sweden,Andreas Granqvist,1985-04-16,,no_birthdate_name_match,,
2018,Sweden,Martin Olsson,1988-05-17,38073,matched,2018-05-27,5000000.0
2018,Sweden,Ludwig Augustinsson,1994-04-21,170646,matched,2018-06-04,7500000.0
2018,Sweden,Sebastian Larsson,1985-06-06,31720,matched,2018-02-26,2000000.0
2018,Sweden,Albin Ekdal,1989-07-28,49275,matched,2018-06-04,2500000.0
2018,Sweden,Marcus Berg,1986-08-17,,no_birthdate_name_match,,
2018,Sweden,Emil Forsberg,1991-10-23,111078,matched,2018-06-04,25000000.0
2018,Sweden,John Guidetti,1992-04-15,98596,matched,2018-05-29,5000000.0
2018,Sweden,Karl-Johan Johnsson,1990-01-28,112822,matched,2018-06-03,2500000.0
2018,Sweden,Gustav Svensson,1987-02-07,,no_birthdate_name_match,,
2018,Sweden,Filip Helander,1993-04-22,198067,matched,2018-06-06,2500000.0
2018,Sweden,Oscar Hiljemark,1992-06-28,,no_birthdate_name_match,,
2018,Sweden,Emil Krafth,1994-08-02,184528,matched,2018-06-06,1500000.0
2018,Sweden,Viktor Claesson,1992-01-02,116598,matched,2018-06-05,8000000.0
2018,Sweden,Pontus Jansson,1991-02-13,125314,matched,2018-02-26,6000000.0
2018,Sweden,Marcus Rohdén,1991-05-11,205809,matched,2018-06-06,1500000.0
2018,Sweden,Ola Toivonen,1986-07-03,36500,matched,2018-06-03,1500000.0
2018,Sweden,Jimmy Durmaz,1989-03-22,80205,matched,2018-06-03,2000000.0
2018,Sweden,Isaac Kiese Thelin,1992-06-24,201311,matched,2018-06-02,2500000.0
2018,Sweden,Kristoffer Nordfeldt,1989-06-23,75890,matched,2018-05-27,1500000.0
2018,Belgium,Thibaut Courtois,1992-05-11,108390,matched,2018-05-27,60000000.0
2018,Belgium,Toby Alderweireld,1989-03-02,42710,matched,2018-05-27,40000000.0
2018,Belgium,Thomas Vermaelen,1985-11-14,15904,matched,2018-05-29,5000000.0
2018,Belgium,Vincent Kompany,1986-04-10,9594,matched,2018-05-27,10000000.0
2018,Belgium,Jan Vertonghen,1987-04-24,43250,matched,2018-05-27,32000000.0
2018,Belgium,Axel Witsel,1989-01-12,35047,matched,2018-06-04,18000000.0
2018,Belgium,Kevin De Bruyne,1991-06-28,88755,matched,2018-05-27,150000000.0
2018,Belgium,Marouane Fellaini,1987-11-22,39679,matched,2018-05-27,12000000.0
2018,Belgium,Romelu Lukaku,1993-05-13,96341,matched,2018-05-27,90000000.0
2018,Belgium,Eden Hazard,1991-01-07,50202,matched,2018-05-27,110000000.0
2018,Belgium,Yannick Carrasco,1993-09-04,140776,matched,2018-06-04,25000000.0
2018,Belgium,Simon Mignolet,1988-03-06,50219,matched,2018-05-27,10000000.0
2018,Belgium,Koen Casteels,1992-06-25,108880,matched,2018-06-04,6000000.0
2018,Belgium,Dries Mertens,1987-05-06,56416,matched,2018-06-06,30000000.0
2018,Belgium,Thomas Meunier,1991-09-12,100986,matched,2018-06-03,15000000.0
2018,Belgium,Thorgan Hazard,1993-03-29,102226,matched,2018-06-04,22000000.0
2018,Belgium,Youri Tielemans,1997-05-07,249565,matched,2018-06-03,20000000.0
2018,Belgium,Adnan Januzaj,1995-02-05,177847,matched,2018-05-29,12000000.0
2018,Belgium,Mousa Dembélé,1987-07-16,19368,matched,2018-05-27,18000000.0
2018,Belgium,Dedryck Boyata,1990-11-28,88262,matched,2018-03-03,2000000.0
2018,Belgium,Michy Batshuayi,1993-10-02,179184,matched,2018-06-04,40000000.0
2018,Belgium,Nacer Chadli,1989-08-02,59631,matched,2018-05-27,10000000.0
2018,Belgium,Leander Dendoncker,1995-04-15,168157,matched,2018-06-02,17000000.0
2018,England,Jordan Pickford,1994-03-07,130164,matched,2018-05-27,30000000.0
2018,England,Kyle Walker,1990-05-28,95424,matched,2018-05-27,50000000.0
2018,England,Danny Rose,1990-07-02,50174,matched,2018-05-27,30000000.0
2018,England,Eric Dier,1994-01-15,175722,matched,2018-05-27,40000000.0
2018,England,John Stones,1994-05-28,186590,matched,2018-05-27,50000000.0
2018,England,Harry Maguire,1993-03-05,177907,matched,2018-05-27,25000000.0
2018,England,Jesse Lingard,1992-12-15,141660,matched,2018-05-27,35000000.0
2018,England,Jordan Henderson,1990-06-17,61651,matched,2018-05-27,25000000.0
2018,England,Harry Kane,1993-07-28,132098,matched,2018-05-27,150000000.0
2018,England,Raheem Sterling,1994-12-08,134425,matched,2018-05-27,90000000.0
2018,England,Jamie Vardy,1987-01-11,197838,matched,2018-05-27,20000000.0
2018,England,Kieran Trippier,1990-09-19,95810,matched,2018-05-27,20000000.0
2018,England,Jack Butland,1993-03-10,128899,matched,2018-05-27,22000000.0
2018,England,Danny Welbeck,1990-11-26,67063,matched,2018-05-27,15000000.0
2018,England,Gary Cahill,1985-12-19,27511,matched,2018-05-27,15000000.0
2018,England,Phil Jones,1992-02-21,117996,matched,2018-05-27,20000000.0
2018,England,Fabian Delph,1989-11-21,50362,matched,2018-05-27,15000000.0
2018,England,Ashley Young,1985-07-09,14086,matched,2018-05-27,7000000.0
2018,England,Marcus Rashford,1997-10-31,258923,matched,2018-05-27,65000000.0
2018,England,Dele Alli,1996-04-11,207929,matched,2018-05-27,100000000.0
2018,England,Ruben Loftus-Cheek,1996-01-23,202886,matched,2018-05-27,15000000.0
2018,England,Trent Alexander-Arnold,1998-10-07,314353,matched,2018-05-27,25000000.0
2018,England,Nick Pope,1992-04-19,192080,matched,2018-05-27,10000000.0
2018,Panama,Jaime Penedo,1981-09-26,,no_birthdate_name_match,,
2018,Panama,Michael Amir Murillo,1996-02-11,,no_birthdate_name_match,,
2018,Panama,Harold Cummings,1992-03-01,,no_birthdate_name_match,,
2018,Panama,Fidel Escobar,1995-01-09,345716,matched,2018-05-01,175000.0
2018,Panama,Román Torres,1986-03-20,74182,matched,2018-05-01,650000.0
2018,Panama,Gabriel Gómez,1984-05-29,,no_birthdate_name_match,,
2018,Panama,Blas Pérez,1981-03-13,,no_birthdate_name_match,,
2018,Panama,Yoel Bárcenas,1993-10-23,283473,matched,2018-05-23,500000.0
2018,Panama,Gabriel Torres,1988-10-31,,no_birthdate_name_match,,
2018,Panama,Ismael Díaz,1997-05-12,,no_birthdate_name_match,,
2018,Panama,Armando Cooper,1987-11-26,122016,matched,2018-06-02,450000.0
2018,Panama,José Calderón,1985-08-14,,no_birthdate_name_match,,
2018,Panama,Adolfo Machado,1985-02-14,,no_birthdate_name_match,,
2018,Panama,Valentín Pimentel,1991-05-30,,no_birthdate_name_match,,
2018,Panama,Eric Davis,1991-03-31,121791,matched,2017-12-27,425000.0
2018,Panama,Abdiel Arroyo,1993-12-13,,no_birthdate_name_match,,
2018,Panama,Luis Ovalle,1988-09-07,,no_birthdate_name_match,,
2018,Panama,Luis Tejada,1982-03-28,,no_birthdate_name_match,,
2018,Panama,Ricardo Ávila,1997-02-04,,no_birthdate_name_match,,
2018,Panama,Aníbal Godoy,1990-02-10,161671,matched,2018-05-01,800000.0
2018,Panama,José Luis Rodríguez,1998-06-19,425028,matched,2018-06-06,200000.0
2018,Panama,Álex Rodríguez,1990-08-05,,no_birthdate_name_match,,
2018,Panama,Felipe Baloy,1981-02-24,53581,matched,2018-06-05,175000.0
2018,Tunisia,Farouk Ben Mustapha,1989-07-01,,no_birthdate_name_match,,
2018,Tunisia,Syam Ben Youssef,1989-03-31,133078,matched,2018-05-28,800000.0
2018,Tunisia,Yohan Benalouane,1987-03-28,50477,matched,2018-05-27,1000000.0
2018,Tunisia,Yassine Meriah,1993-07-02,,no_birthdate_name_match,,
2018,Tunisia,Oussama Haddadi,1992-01-28,191407,matched,2018-06-03,3000000.0
2018,Tunisia,Rami Bedoui,1990-01-19,,no_birthdate_name_match,,
2018,Tunisia,Saîf-Eddine Khaoui,1995-04-27,270411,matched,2018-06-03,5000000.0
2018,Tunisia,Fakhreddine Ben Youssef,1991-06-23,,no_birthdate_name_match,,
2018,Tunisia,Anice Badri,1990-09-18,,no_birthdate_name_match,,
2018,Tunisia,Wahbi Khazri,1991-02-08,103565,matched,2018-06-03,10000000.0
2018,Tunisia,Dylan Bronn,1995-06-19,450417,matched,2018-06-02,3500000.0
2018,Tunisia,Ali Maâloul,1990-01-01,,no_birthdate_name_match,,
2018,Tunisia,Ferjani Sassi,1992-03-18,,no_birthdate_name_match,,
2018,Tunisia,Mohamed Amine Ben Amor,1992-05-03,,no_birthdate_name_match,,
2018,Tunisia,Ahmed Khalil,1994-12-21,,no_birthdate_name_match,,
2018,Tunisia,Aymen Mathlouthi,1984-09-14,,no_birthdate_name_match,,
2018,Tunisia,Ellyes Skhiri,1995-05-10,290587,matched,2018-06-03,10000000.0
2018,Tunisia,Bassem Srarfi,1997-06-25,401836,matched,2018-06-03,3000000.0
2018,Tunisia,Saber Khalifa,1986-10-14,69101,matched,2018-06-08,1000000.0
2018,Tunisia,Ghailene Chaalali,1994-02-28,,no_birthdate_name_match,,
2018,Tunisia,Hamdi Nagguez,1992-10-28,,no_birthdate_name_match,,
2018,Tunisia,Mouez Hassen,1995-03-05,215677,matched,2018-05-15,1000000.0
2018,Tunisia,Naïm Sliti,1992-07-27,,no_birthdate_name_match,,
2018,Colombia,David Ospina,1988-08-31,73396,matched,2018-05-27,5000000.0
2018,Colombia,Cristián Zapata,1986-09-30,34344,matched,2018-06-06,2500000.0
2018,Colombia,Óscar Murillo,1988-04-18,,no_birthdate_name_match,,
2018,Colombia,Santiago Arias,1992-01-13,120443,matched,2018-06-11,15000000.0
2018,Colombia,Wilmar Barrios,1993-10-16,257668,matched,2018-05-07,8000000.0
2018,Colombia,Carlos Sánchez,1986-02-06,51226,matched,2018-05-29,2000000.0
2018,Colombia,Carlos Bacca,1986-09-08,119235,matched,2018-05-29,10000000.0
2018,Colombia,Abel Aguilar,1985-01-06,37388,matched,2018-06-07,1000000.0
2018,Colombia,Radamel Falcao,1986-02-10,39152,matched,2018-06-03,12000000.0
2018,Colombia,James Rodríguez,1991-07-12,88103,matched,2018-06-04,70000000.0
2018,Colombia,Juan Cuadrado,1988-05-26,91970,matched,2018-06-06,28000000.0
2018,Colombia,Camilo Vargas,1989-03-09,74113,matched,2018-06-07,1000000.0
2018,Colombia,Yerry Mina,1994-09-23,289446,matched,2018-05-29,9000000.0
2018,Colombia,Luis Muriel,1991-04-16,119228,matched,2018-05-29,12000000.0
2018,Colombia,Mateus Uribe,1991-03-21,,no_birthdate_name_match,,
2018,Colombia,Jefferson Lerma,1994-10-25,262980,matched,2018-05-29,2000000.0
2018,Colombia,Johan Mojica,1992-08-21,262939,matched,2018-05-29,4000000.0
2018,Colombia,Farid Díaz,1983-07-20,,no_birthdate_name_match,,
2018,Colombia,Miguel Borja,1993-01-26,,no_birthdate_name_match,,
